"wot_key","Shop.y","service_group","wo_type","wot_status","status_duration","time_bucket","wot_description","Project","Activity","asset_id","tag_number","serial_id","asset_description","year_num","week_num","Unit","Work.Order","Task.No.","Sequence","PC.Bus.Unit","Business.Unit","Dependency","Removal.Task","To","Overlap","Duration.x","Asset.Up","Location","Status","Status.Dt.Tm","Required.Start","Start.Time","Scheduled.Start","Start.Time.1","Scheduled.End","End.Time","End","End.Time.1","Act..End.Dttm","Actual.Start","Start.Time.2","Actual.End","End.Time.2","Act..Start.Dttm","Passive.Proj.","Scheduler","Lead.Person","Closed.Dt","Completed.Date","Est..Labor.Cost","Es..Material.Co","Est..Tools.Cost","Est..PO.cost","Schedule.Labor","Material.Cost","Tools.Cost","Purchase.cost","Act..Labor.Cost","Actual.Cost","Act..Tools.Cost","Actual.Cost.1","Downtime.hours","Failure.Date","Rate","Recover.Cost","Name","Supplier","Supp.Cntct","Claim.ID","Problem.Group","Problem","Cause","Resolution","Action","Needs.Repair","Supervisor","Labor","Tools","Inventory","Purchase.OnHand","Requirement.Ln","Requirement.Ln.1","Requirement.Ln.2","Line.No","Requirement.Ln.3","Requirement.Ln.4","Requirement.Ln.5","Requirement.Ln.6","Alert","Chargeback","Rate.Select","Rate.Set","Ret.Type","Cap.Flag","Currency","Filter.ID","Min.Cap","Amount.to","Man.Close","Custodian","Component.of","ID","Dept","WO.Job.Tmplt","WO.Task.Tmplt","Commit.Rule","Status.1","Reserve.Rule","Status.2","Priority","Business.Unit.1","Shop.x","Crew","Area.ID","Type","Last.Sent","Last.Updated","Updated.By","Last.Updt","sched_start_duration","sched_start_month","sched_start_year","pc_bus_unit","Duration.y","asset_key"
"STABO-603-1","ABERDEEN","DRILL SUPP","PLAN","QC",46,"31-60","17H TORQUE TOOL",184031,"4260","9063","BP00249","BP00249","Torque Tool - 17H, Medium (20-500 Nm)",2023,30,"STABO",603,1,10,"B0551","BUSTR",0,NA,0,0,2.5,NA,"EMEA0081",1,2023-06-08,"01/06/2023","12:00:00.000000AM",2023-06-01,"12:00:00.000000AM","30/06/2023","11:59:00.000000PM","30/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_17H_TORQUE_TOOL_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","08/06/2023 12:21:35AM",53,6,2023,"B0551",1,"BUSTR-9063"
"STABO-586-1","ABERDEEN","DRILL SUPP","PLAN","QC",39,"31-60","EPS SKID PRE & POST JOB",184031,"4260","20933","BP00517","BP00517","PD8010 EPS Skid",2023,30,"STABO",586,1,10,"B0551","BUSTR",0,NA,0,0,7.72,NA,"EMEA0081",1,2023-06-15,"29/05/2023","12:00:00.000000AM",2023-05-29,"12:00:00.000000AM","30/06/2023","11:59:00.000000PM","30/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_EPS",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","15/06/2023  4:10:59AM",56,5,2023,"B0551",1,"BUSTR-20933"
"STABO-600-1","ABERDEEN","DRILL SUPP","PLAN","QC",39,"31-60","Laptop, Lenovo Thinkpad",184031,"4260","20920","BP00495","BP00495","Panasonic Laptop",2023,30,"STABO",600,1,10,"B0551","BUSTR",0,NA,0,0,1.5,NA,"EMEA0081",1,2023-06-15,"01/06/2023","12:00:00.000000AM",2023-06-01,"12:00:00.000000AM","30/06/2023","11:59:00.000000PM","30/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_LAPTOP_LENOVO_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","15/06/2023  4:10:39AM",53,6,2023,"B0551",1,"BUSTR-20920"
"STABO-604-1","ABERDEEN","DRILL SUPP","PLAN","QC",39,"31-60","17H TORQUE TOOL",184031,"4260","9060","BP00246","BP00246","Torque Tool - Paddle, Low (OI Modified)",2023,30,"STABO",604,1,10,"B0551","BUSTR",0,NA,0,0,2,NA,"EMEA0081",1,2023-06-15,"01/06/2023","12:00:00.000000AM",2023-06-01,"12:00:00.000000AM","30/06/2023","11:59:00.000000PM","30/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_17H_TORQUE_TOOL-PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","15/06/2023  4:10:18AM",53,6,2023,"B0551",1,"BUSTR-9060"
"STABO-605-1","ABERDEEN","DRILL SUPP","PLAN","QC",39,"31-60","TDU Grabber (Standard / Heavy Duty)",184031,"4260","8881","BP00051","BP00051","Grabber (TDU), Standard",2023,30,"STABO",605,1,10,"B0551","BUSTR",0,NA,0,0,2.75,NA,"EMEA0081",1,2023-06-15,"01/06/2023","12:00:00.000000AM",2023-06-01,"12:00:00.000000AM","30/06/2023","11:59:00.000000PM","30/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_TDU_GRABBER_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","15/06/2023  4:10:01AM",53,6,2023,"B0551",1,"BUSTR-8881"
"STAUS-756-22","PERTH","C&I","NEWBD","OHOT",35,"31-60","FAT#3 AND TEST SETUP",221770,"5000",NA,NA,NA,NA,2023,30,"STAUS",756,22,220,"B0811","",0,NA,0,0,120,NA,"",1,2023-06-19,"24/01/2023","12:00:00.000000AM",2023-01-24,"12:00:00.000000AM","10/03/2023","11:59:00.000000PM","10/03/2023","11:59:00.000000PM",NA,"17/06/2023"," 8:00:00.000000AM","18/06/2023"," 5:00:00.000000PM",NA,"",30,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,1,5,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"LSORIANO","19/07/2023  9:45:22PM",181,1,2023,"B0811",336,NA
"STAUS-841-3","PERTH","C&I","PREJB","OHOT",35,"31-60","REBUILDING OF 4"" VECTOR CAPS AND FAT",206017,"5091",NA,NA,NA,NA,2023,30,"STAUS",841,3,30,"B0811","",0,NA,0,0,40,NA,"",1,2023-06-19,"03/05/2023","12:00:00.000000AM",2023-04-17,"12:00:00.000000AM","15/05/2023","11:59:00.000000PM","12/05/2023","11:59:00.000000PM",NA,"16/06/2023"," 8:00:00.000000AM","19/06/2023"," 5:00:00.000000PM",NA,"",5,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,1,3,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"LSORIANO","27/06/2023  3:32:36AM",98,4,2023,"B0811",140,NA
"STAUS-854-15","PERTH","CLIENTOWN","ADHOC","PSCH",35,"31-60","CPI components assembly at DWS",221703,"4100",NA,NA,NA,NA,2023,30,"STAUS",854,15,150,"B0811","",0,NA,0,0,48,NA,"",1,2023-06-19,"05/07/2023","12:00:00.000000AM",2023-05-01,"12:00:00.000000AM","06/10/2023","11:59:00.000000PM","07/07/2023","11:59:00.000000PM",NA,"","","","",NA,"",1,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","18/07/2023  6:24:51PM",84,5,2023,"B0811",1,NA
"STAUS-903-6","PERTH","CLIENTOWN","PLAN","OPEN",35,"31-60","PSM-224334- SW2 Plug Modifications for Upending",224334,"8100",NA,NA,NA,NA,2023,30,"STAUS",903,6,60,"B0811","",0,NA,0,0,1,NA,"",1,2023-06-19,"03/07/2023","12:00:00.000000AM",2023-07-03,"12:00:00.000000AM","31/08/2023","11:59:00.000000PM","31/08/2023","11:59:00.000000PM",NA,"","","","",NA,"",25,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","23/07/2023  7:35:37PM",21,7,2023,"B0811",156,NA
"STAUS-904-4","PERTH","DECOMM","NEWBD","OPEN",35,"31-60","FAT of MQC Manifolds",221546,"5640",NA,NA,NA,NA,2023,30,"STAUS",904,4,40,"B0811","",0,NA,0,0,1,NA,"",1,2023-06-19,"20/06/2023","12:00:00.000000AM",2023-06-20,"12:00:00.000000AM","21/06/2023","11:59:00.000000PM","21/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",29,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AALTAF1","19/07/2023 12:38:15AM",34,6,2023,"B0811",24,NA
"STABO-606-1","ABERDEEN","DRILL SUPP","PLAN","PSCH",34,"31-60","HCT, ACT, SPCOT Spares kit",184031,"4260","21312","BPSK00015","BPSK00015","Spares Kit, PD8010 EPS Skid",2023,30,"STABO",606,1,10,"B0551","BUSTR",0,NA,0,0,2,NA,"EMEA0081",1,2023-06-20,"20/06/2023","12:00:00.000000AM",2023-06-20,"12:00:00.000000AM","30/06/2023","11:59:00.000000PM","30/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_HUB_CT_SPAREBX_PP",2,NA,2,NA,999,"STABO","ABERDEEN",NA,"","",NA,NA,"PMAHAJAN","20/06/2023  9:32:03AM",34,6,2023,"B0551",1,"BUSTR-21312"
"STAUS-724-25","PERTH","DRILL SUPP","PSTJB","OHWP",34,"31-60","LVOT Type A",220662,"7000","18402","SI0312","SI0312","Linear Valve Override Tool  LVOT - Type A Interface",2023,30,"STAUS",724,25,250,"B0811","BUSTR",0,NA,0,0,24,NA,"APAC05",1,2023-06-20,"24/11/2022","12:00:00.000000AM",2022-11-24,"12:00:00.000000AM","31/05/2023","11:59:00.000000PM","31/05/2023","11:59:00.000000PM",NA,"13/02/2023"," 8:00:00.000000AM","20/06/2023"," 5:00:00.000000PM",NA,"",1,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,4,9,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","APAC_LVOT 980001291_PST",2,NA,2,NA,999,"","",NA,"","",NA,NA,"TVICAREY","18/07/2023  5:53:00PM",242,11,2022,"B0811",1,"BUSTR-18402"
"STAUS-724-26","PERTH","DRILL SUPP","PSTJB","OHWP",34,"31-60","LVOT Type A",220662,"7000","18028","AU0136","AU0136","LVOT",2023,30,"STAUS",724,26,260,"B0811","BUSTR",0,NA,0,0,1,NA,"APAC05",1,2023-06-20,"24/11/2022","12:00:00.000000AM",2022-11-24,"12:00:00.000000AM","23/05/2023","11:59:00.000000PM","23/06/2023","11:59:00.000000PM",NA,"04/05/2023"," 8:00:00.000000AM","20/06/2023"," 5:00:00.000000PM",NA,"",1,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,2,6,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"J-MW-08-D","",NA,NA,"TVICAREY","18/07/2023  5:53:00PM",242,11,2022,"B0811",1,"BUSTR-18028"
"STAUS-765-3","PERTH","CLIENTOWN","PLAN","WIP",34,"31-60","Assembly & Testing of 10ea Tensioners",204452,"8826",NA,NA,NA,NA,2023,30,"STAUS",765,3,30,"B0811","",0,NA,0,0,80,NA,"",1,2023-06-20,"09/01/2023","12:00:00.000000AM",2023-01-09,"12:00:00.000000AM","22/01/2023","11:59:00.000000PM","22/01/2023","11:59:00.000000PM",NA,"14/06/2023"," 8:00:00.000000AM","10/07/2023"," 5:00:00.000000PM",NA,"",21,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,2,14,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"NFRANKLIN","10/07/2023  2:09:02AM",196,1,2023,"B0811",24,NA
"STAUS-841-4","PERTH","C&I","PREJB","OHWP",34,"31-60","REBUILDING AND FAT OF 6"" CVC FLOODING CAPS",206017,"5091",NA,NA,NA,NA,2023,30,"STAUS",841,4,40,"B0811","",0,NA,0,0,40,NA,"",1,2023-06-20,"16/05/2023","12:00:00.000000AM",2023-04-17,"12:00:00.000000AM","15/05/2023","11:59:00.000000PM","19/05/2023","11:59:00.000000PM",NA,"14/04/2023"," 8:00:00.000000AM","15/04/2023"," 5:00:00.000000PM",NA,"",5,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,1,2,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"LSORIANO","27/06/2023  3:32:36AM",98,4,2023,"B0811",140,NA
"STAUS-854-18","PERTH","CLIENTOWN","ADHOC","PSCH",34,"31-60","Inspection of CPI Items, 1"" and 2"" gate valves from TFMC",221703,"3000",NA,NA,NA,NA,2023,30,"STAUS",854,18,180,"B0811","",0,NA,0,0,1,NA,"",1,2023-06-20,"29/06/2023","12:00:00.000000AM",2023-05-01,"12:00:00.000000AM","06/10/2023","11:59:00.000000PM","29/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",1,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","18/07/2023  6:24:52PM",84,5,2023,"B0811",1,NA
"STAUS-736-1","PERTH","DRILL SUPP","PSTJB","OHWP",33,"31-60","Camera on a stick",217015,"7000","18083","AU0245","AU0245","CAMERA ASSEMBLY",2023,30,"STAUS",736,1,10,"B0811","BUSTR",0,NA,0,0,3,NA,"APAC18",1,2023-06-21,"08/12/2022","12:00:00.000000AM",2022-12-08,"12:00:00.000000AM","31/07/2023","11:59:00.000000PM","01/07/2023","11:59:00.000000PM",NA,"04/05/2023"," 8:00:00.000000AM","04/05/2023"," 5:00:00.000000PM",NA,"",1,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,2,2,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","ET_OII_AMOSCCAMERAROV_SOW",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JMANGAN","29/06/2023  8:30:43PM",228,12,2022,"B0811",1,"BUSTR-18083"
"STAUS-879-1","PERTH","CLIENTOWN","PM","WIP",33,"31-60","FABRIC MAINTENANCE - SUBSEA ACCUMULATOR FRAMES",152875,"1060",NA,NA,NA,NA,2023,30,"STAUS",879,1,10,"B0811","",0,NA,0,0,160,NA,"",1,2023-06-21,"05/06/2023","12:00:00.000000AM",2023-06-05,"12:00:00.000000AM","30/06/2023","11:59:00.000000PM","30/06/2023","11:59:00.000000PM",NA,"21/06/2023"," 8:00:00.000000AM","14/07/2023"," 5:00:00.000000PM",NA,"",4,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,2,6,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"ASTANIMIROVIC","14/07/2023  1:55:56AM",49,6,2023,"B0811",160,NA
"STAUS-906-2","PERTH","CLIENTOWN","PREJB","TSCD",33,"31-60","TCRT reinstall handling neck.",221546,"4200",NA,NA,NA,NA,2023,30,"STAUS",906,2,20,"B0811","",0,NA,0,0,16,NA,"",1,2023-06-21,"19/06/2023","12:00:00.000000AM",2023-06-19,"12:00:00.000000AM","26/06/2023","11:59:00.000000PM","26/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",27,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","19/07/2023  5:18:50AM",35,6,2023,"B0811",48,NA
"STAUS-910-2","PERTH","DECOMM","NEWBD","WIP",32,"31-60","Inventory check against GA grawings",221546,"4645",NA,NA,NA,NA,2023,30,"STAUS",910,2,20,"B0811","",0,NA,0,0,6,NA,"",1,2023-06-22,"22/06/2023","12:00:00.000000AM",2023-06-22,"12:00:00.000000AM","23/06/2023","11:59:00.000000PM","23/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",29,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","03/07/2023  1:41:23AM",32,6,2023,"B0811",40,NA
"STABO-610-1","ABERDEEN","DRILL SUPP","PLAN","PSCH",31,"31-60","DR801400-1 DMAC WORK BASKET",184031,"4260","8836","BP00003","BP00003","Basket, Work (DMAC)",2023,30,"STABO",610,1,10,"B0551","BUSTR",0,NA,0,0,2.5,NA,"EMEA0501",1,2023-06-23,"23/06/2023","12:00:00.000000AM",2023-06-23,"12:00:00.000000AM","31/07/2023","11:59:00.000000PM","31/07/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO-WORK_BASKET_PP",2,NA,2,NA,999,"STABO","ABERDEEN",NA,"","",NA,NA,"PMAHAJAN","23/06/2023  4:27:59AM",31,6,2023,"B0551",1,"BUSTR-8836"
"STLAD-313-1","LUANDA","C&I","PREJB","OHOT",31,"31-60","TSR 072 - Overhaul TMS in stock",703088,"1",NA,NA,NA,NA,2023,30,"STLAD",313,1,10,"B0078","",0,NA,0,0,1,NA,"",1,2023-06-23,"10/04/2023","12:00:00.000000AM",2023-04-10,"12:00:00.000000AM","19/04/2023","11:59:00.000000PM","19/04/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,2,2,1,1,1,1,1,NA,"N",1,"WORKORDER",NA,NA,"AOA",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"DANTONIO","21/07/2023  9:13:21AM",105,4,2023,"B0078",1,NA
"STAUS-827-24","PERTH","C&I","PSTJB","OHOT",29,"21-30","100KG FLOTATION BLOCK POST-JOB",222656,"7000","22053","AU0603","AU0603","100 Kg Flotation Block",2023,30,"STAUS",827,24,240,"B0811","BUSTR",0,NA,0,0,1,NA,"APAC05",1,2023-06-25,"24/04/2023","12:00:00.000000AM",2023-04-24,"12:00:00.000000AM","23/06/2023","11:59:00.000000PM","01/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",11,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"TVICAREY","23/07/2023  6:57:26PM",91,4,2023,"B0811",1,"BUSTR-22053"
"STAUS-833-1","PERTH","C&I","NEWBD","OPEN",29,"21-30","Repair of the damaged electrical wire reeler",220885,"2000","18210","AU0495","AU0495","Camera Case System",2023,30,"STAUS",833,1,10,"B0811","BUSTR",0,NA,0,0,2,NA,"AGO00014",1,2023-06-25,"04/04/2023","12:00:00.000000AM",2023-04-04,"12:00:00.000000AM","07/04/2023","11:59:00.000000PM","07/04/2023","11:59:00.000000PM",NA,"","","","",NA,"",31,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JSMALL","25/06/2023  9:45:18PM",111,4,2023,"B0811",2,"BUSTR-18210"
"STAUS-910-3","PERTH","DECOMM","NEWBD","WIP",29,"21-30","Assembly of New Build TCRT",221546,"4645",NA,NA,NA,NA,2023,30,"STAUS",910,3,30,"B0811","",0,NA,0,0,32,NA,"",1,2023-06-25,"22/06/2023","12:00:00.000000AM",2023-06-21,"12:00:00.000000AM","23/11/2023","11:59:00.000000PM","23/11/2023","11:59:00.000000PM",NA,"","","","",NA,"",29,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,1,2,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","03/07/2023  1:41:23AM",33,6,2023,"B0811",40,NA
"STAUS-914-1","PERTH","DRILL SUPP","PREJB","OPEN",29,"21-30","HP JETTING PUMP DYNASET 520 - PRE-JOB",222656,"2000","18548","AU0080","AU0080","High Pressure Jetting Pump Dynaset 520 957037653",2023,30,"STAUS",914,1,10,"B0811","BUSTR",0,NA,0,0,1,NA,"APAC07",1,2023-06-25,"27/06/2023","12:00:00.000000AM",2023-06-27,"12:00:00.000000AM","28/07/2023","11:59:00.000000PM","28/07/2023","11:59:00.000000PM",NA,"","","","",NA,"",11,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","02/07/2023  6:38:43PM",27,6,2023,"B0811",1,"BUSTR-18548"
"STAUS-914-2","PERTH","DRILL SUPP","PREJB","OPEN",29,"21-30","18.75 FX HDRAULIC WELLHEAD CLT - PRE-JOB",222656,"2000","18417","SI0617","SI0617","CLEANER FX-2 VX ROTARY HUB ASSEMBLY",2023,30,"STAUS",914,2,20,"B0811","BUSTR",0,NA,0,0,1,NA,"APAC07",1,2023-06-25,"27/06/2023","12:00:00.000000AM",2023-06-27,"12:00:00.000000AM","28/07/2023","11:59:00.000000PM","28/07/2023","11:59:00.000000PM",NA,"","","","",NA,"",11,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","02/07/2023  6:38:43PM",27,6,2023,"B0811",1,"BUSTR-18417"
"STAUS-914-3","PERTH","DRILL SUPP","PREJB","OPEN",29,"21-30","HIGH-LOW INTERVENTION SKID - PRE-JOB",222656,"2000","12854","HILOS-006","HILOS-006","USE BUROV ASSET HILOS0006 FOR ASSET TRACKING",2023,30,"STAUS",914,3,30,"B0811","BUSTR",0,NA,0,0,1,NA,"APAC07",1,2023-06-25,"27/06/2023","12:00:00.000000AM",2023-06-27,"12:00:00.000000AM","28/07/2023","11:59:00.000000PM","28/07/2023","11:59:00.000000PM",NA,"","","","",NA,"",11,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","02/07/2023  6:38:43PM",27,6,2023,"B0811",1,"BUSTR-12854"
