"wot_key","Shop.y","service_group","wo_type","wot_status","status_duration","time_bucket","wot_description","Project","Activity","asset_id","tag_number","serial_id","asset_description","year_num","week_num","Unit","Work.Order","Task.No.","Sequence","PC.Bus.Unit","Business.Unit","Dependency","Removal.Task","To","Overlap","Duration.x","Asset.Up","Location","Status","Status.Dt.Tm","Required.Start","Start.Time","Scheduled.Start","Start.Time.1","Scheduled.End","End.Time","End","End.Time.1","Act..End.Dttm","Actual.Start","Start.Time.2","Actual.End","End.Time.2","Act..Start.Dttm","Passive.Proj.","Scheduler","Lead.Person","Closed.Dt","Completed.Date","Est..Labor.Cost","Es..Material.Co","Est..Tools.Cost","Est..PO.cost","Schedule.Labor","Material.Cost","Tools.Cost","Purchase.cost","Act..Labor.Cost","Actual.Cost","Act..Tools.Cost","Actual.Cost.1","Downtime.hours","Failure.Date","Rate","Recover.Cost","Name","Supplier","Supp.Cntct","Claim.ID","Problem.Group","Problem","Cause","Resolution","Action","Needs.Repair","Supervisor","Labor","Tools","Inventory","Purchase.OnHand","Requirement.Ln","Requirement.Ln.1","Requirement.Ln.2","Line.No","Requirement.Ln.3","Requirement.Ln.4","Requirement.Ln.5","Requirement.Ln.6","Alert","Chargeback","Rate.Select","Rate.Set","Ret.Type","Cap.Flag","Currency","Filter.ID","Min.Cap","Amount.to","Man.Close","Custodian","Component.of","ID","Dept","WO.Job.Tmplt","WO.Task.Tmplt","Commit.Rule","Status.1","Reserve.Rule","Status.2","Priority","Business.Unit.1","Shop.x","Crew","Area.ID","Type","Last.Sent","Last.Updated","Updated.By","Last.Updt","sched_start_duration","sched_start_month","sched_start_year","pc_bus_unit","Duration.y","asset_key"
"STABO-558-1","ABERDEEN","DRILL SUPP","PLAN","QC",88,"60-90","HPU",184031,"4260","8907","BP00079","BP00079","SIT Equipment, Hydraulic Power Unit",2023,30,"STABO",558,1,10,"B0551","BUSTR",0,NA,0,0,4,NA,"EMEA0500",1,2023-04-27,"19/04/2023","12:00:00.000000AM",2023-04-19,"12:00:00.000000AM","30/04/2023","11:59:00.000000PM","30/04/2023","11:59:00.000000PM",NA,"21/04/2023"," 8:00:00.000000AM","21/04/2023"," 5:00:00.000000PM",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_HPU_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","27/04/2023  4:37:09AM",96,4,2023,"B0551",1,"BUSTR-8907"
"STABO-560-1","ABERDEEN","DRILL SUPP","PLAN","QC",88,"60-90","FTP Skid",184031,"4260","9133","BP00320","BP00320","Fly-to-Place (FTP) Tool, Skid",2023,30,"STABO",560,1,10,"B0551","BUSTR",0,NA,0,0,4,NA,"EMEA0502",1,2023-04-27,"19/04/2023","12:00:00.000000AM",2023-04-19,"12:00:00.000000AM","30/04/2023","11:59:00.000000PM","30/04/2023","11:59:00.000000PM",NA,"24/04/2023"," 8:00:00.000000AM","24/04/2023"," 5:00:00.000000PM",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_17H_FTP_SKID_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","27/04/2023  4:36:51AM",96,4,2023,"B0551",1,"BUSTR-9133"
"STABO-561-1","ABERDEEN","DRILL SUPP","PLAN","QC",88,"60-90","FTP Single / Dual Drive Unit",184031,"4260","9086","BP00273","BP00273","Fly-to-Place (FTP) Tool, Single Drive Unit",2023,30,"STABO",561,1,10,"B0551","BUSTR",0,NA,0,0,3,NA,"EMEA0501",1,2023-04-27,"19/04/2023","12:00:00.000000AM",2023-04-19,"12:00:00.000000AM","30/04/2023","11:59:00.000000PM","30/04/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_FTP_DRIVE_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","27/04/2023  4:36:29AM",96,4,2023,"B0551",1,"BUSTR-9086"
"STABO-562-1","ABERDEEN","DRILL SUPP","PLAN","QC",88,"60-90","SIT Equipment, Change Out Tool (COT)",184031,"4260","8840","BP00007","BP00007","SIT Equipment, Change Out Tool (COT)",2023,30,"STABO",562,1,10,"B0551","BUSTR",0,NA,0,0,7.5,NA,"EMEA0081",1,2023-04-27,"19/04/2023","12:00:00.000000AM",2023-04-19,"12:00:00.000000AM","30/04/2023","11:59:00.000000PM","30/04/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_COT_SIT_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","27/04/2023  4:36:03AM",96,4,2023,"B0551",1,"BUSTR-8840"
"STABO-563-1","ABERDEEN","DRILL SUPP","PLAN","QC",88,"60-90","COT Transport Frame",184031,"4260","8878","BP00047","BP00047","Transportation Frame, Change Out Tool (COT)",2023,30,"STABO",563,1,10,"B0551","BUSTR",0,NA,0,0,4,NA,"EMEA0081",1,2023-04-27,"19/04/2023","12:00:00.000000AM",2023-04-19,"12:00:00.000000AM","30/04/2023","11:59:00.000000PM","30/04/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_COT_TRANS_FRAME_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","27/04/2023  4:35:39AM",96,4,2023,"B0551",1,"BUSTR-8878"
"STABO-564-1","ABERDEEN","DRILL SUPP","PLAN","QC",88,"60-90","COT - Latch Mechanism, Choke (Willis)",184031,"4260","9082","BP00269","BP00269","Change Out Tool (COT) - Latch Mechanism, Choke (Willis)",2023,30,"STABO",564,1,10,"B0551","BUSTR",0,NA,0,0,4,NA,"EMEA0081",1,2023-04-27,"19/04/2023","12:00:00.000000AM",2023-04-19,"12:00:00.000000AM","30/04/2023","11:59:00.000000PM","30/04/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_COT_LTCH_WILLIS_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","27/04/2023  4:35:21AM",96,4,2023,"B0551",1,"BUSTR-9082"
"STABO-565-1","ABERDEEN","DRILL SUPP","PLAN","QC",88,"60-90","17H TORQUE TOOL",184031,"4260","9056","BP00242","BP00242","Torque Tool, Change Out Tool (COT) - 17H High (KFL Pod)",2023,30,"STABO",565,1,10,"B0551","BUSTR",0,NA,0,0,2.5,NA,"EMEA0501",1,2023-04-27,"19/04/2023","12:00:00.000000AM",2023-04-19,"12:00:00.000000AM","30/04/2023","11:59:00.000000PM","30/04/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_17H_T/T_COT",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","27/04/2023  4:35:04AM",96,4,2023,"B0551",1,"BUSTR-9056"
"STABO-566-1","ABERDEEN","DRILL SUPP","PLAN","QC",88,"60-90","Torque Tool - 17H, High (100-2000 Nm)",184031,"4260","9057","BP00243","BP00243","Torque Tool, Change Out Tool (COT) - 17H High (KFL Pod)",2023,30,"STABO",566,1,10,"B0551","BUSTR",0,NA,0,0,3,NA,"EMEA0501",1,2023-04-27,"19/04/2023","12:00:00.000000AM",2023-04-19,"12:00:00.000000AM","30/04/2023","11:59:00.000000PM","30/04/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_17H_S7_TT-PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","27/04/2023  4:34:50AM",96,4,2023,"B0551",1,"BUSTR-9057"
"STAUS-854-1","PERTH","CLIENTOWN","ADHOC","PSCH",88,"60-90","Moving KC4-3 tool from SCM to work bench for Surface Technology inspection. Tool to be moved back to SCM when inspection is complete.",221703,"3000",NA,NA,NA,NA,2023,30,"STAUS",854,1,10,"B0811","",0,NA,0,0,1,NA,"",1,2023-04-27,"01/05/2023","12:00:00.000000AM",2023-05-01,"12:00:00.000000AM","01/05/2023","11:59:00.000000PM","01/05/2023","11:59:00.000000PM",NA,"","","","",NA,"",1,"FBHATTI","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","18/07/2023  6:24:51PM",84,5,2023,"B0811",1,NA
"STAUS-854-5","PERTH","CLIENTOWN","ADHOC","OPEN",83,"60-90","Perform inspections and send gate valves. Send KC4-3 hub and gate valves for fabricators for welding",221703,"4100",NA,NA,NA,NA,2023,30,"STAUS",854,5,50,"B0811","",0,NA,0,0,8,NA,"",1,2023-05-02,"22/06/2023","12:00:00.000000AM",2023-05-01,"12:00:00.000000AM","01/05/2023","11:59:00.000000PM","22/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",1,"FBHATTI","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","18/07/2023  6:24:51PM",84,5,2023,"B0811",1,NA
"STAUS-854-12","PERTH","CLIENTOWN","ADHOC","OPEN",83,"60-90","Pack equipment - Collection by TFMC",221703,"4000",NA,NA,NA,NA,2023,30,"STAUS",854,12,120,"B0811","",0,NA,0,0,8,NA,"",1,2023-05-02,"18/10/2023","12:00:00.000000AM",2023-05-01,"12:00:00.000000AM","01/05/2023","11:59:00.000000PM","18/10/2023","11:59:00.000000PM",NA,"","","","",NA,"",1,"FBHATTI","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","18/07/2023  6:24:51PM",84,5,2023,"B0811",1,NA
"STABO-567-1","ABERDEEN","DRILL SUPP","PLAN","QC",81,"60-90","Seal Plate COT, Single Bore - 8""/10"" Pre/Post",184031,"4260","9162","BP00349","BP00349","Seal Plate Change-Out Tool, Single Bore - 8""/10""",2023,30,"STABO",567,1,10,"B0551","BUSTR",0,NA,0,0,3,NA,"EMEA0501",1,2023-05-04,"27/04/2023","12:00:00.000000AM",2023-04-27,"12:00:00.000000AM","31/05/2023","11:59:00.000000PM","31/05/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_COT_SNGBORE_8""/10""",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","04/05/2023  4:43:45AM",88,4,2023,"B0551",1,"BUSTR-9162"
"STABO-568-1","ABERDEEN","DRILL SUPP","PLAN","QC",81,"60-90","HUB CLEANING TOOL, SINGLE / MULTI",184031,"4260","8846","BP00013","BP00013","Hub Cleaning Tool, Single Bore - 8""/10"" (Sch/Foin)",2023,30,"STABO",568,1,10,"B0551","BUSTR",0,NA,0,0,2.5,NA,"EMEA0081",1,2023-05-04,"27/04/2023","12:00:00.000000AM",2023-04-27,"12:00:00.000000AM","31/05/2023","11:59:00.000000PM","31/05/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_HUB8-10_CT_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","04/05/2023  4:43:22AM",88,4,2023,"B0551",1,"BUSTR-8846"
"STABO-569-1","ABERDEEN","DRILL SUPP","PLAN","QC",81,"60-90","Seal Plate COT, Single Bore - 8""/10"" Pre/Post",184031,"4260","9163","BP00350","BP00350","Seal Plate Change-Out Tool, Single Bore - 8""/10""",2023,30,"STABO",569,1,10,"B0551","BUSTR",0,NA,0,0,3,NA,"EMEA0501",1,2023-05-04,"27/04/2023","12:00:00.000000AM",2023-04-27,"12:00:00.000000AM","31/05/2023","11:59:00.000000PM","31/05/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_COT_SNGBORE_8""/10""",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","04/05/2023  4:43:04AM",88,4,2023,"B0551",1,"BUSTR-9163"
"STABO-570-1","ABERDEEN","DRILL SUPP","PLAN","QC",81,"60-90","HUB CLEANING TOOL, ANNULUS (Sch/Foin)",184031,"4260","8844","BP00011","BP00011","Hub Cleaning Tool, Annulus (Sch/Foin)",2023,30,"STABO",570,1,10,"B0551","BUSTR",0,NA,0,0,3,NA,"EMEA0501",1,2023-05-04,"27/04/2023","12:00:00.000000AM",2023-04-27,"12:00:00.000000AM","31/05/2023","11:59:00.000000PM","31/05/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_HUB_CT_ANNULUS_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","04/05/2023  4:42:24AM",88,4,2023,"B0551",1,"BUSTR-8844"
"STAUS-841-2","PERTH","C&I","PREJB","OHOT",81,"60-90","INSPECTION OF 6"" CVC FLOODING CAPS",206017,"5091",NA,NA,NA,NA,2023,30,"STAUS",841,2,20,"B0811","",0,NA,0,0,30,NA,"",1,2023-05-04,"25/04/2023","12:00:00.000000AM",2023-04-17,"12:00:00.000000AM","15/05/2023","11:59:00.000000PM","02/05/2023","11:59:00.000000PM",NA,"","","","",NA,"",5,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,2,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"LSORIANO","27/06/2023  3:32:36AM",98,4,2023,"B0811",140,NA
"STAUS-819-1","PERTH","C&I","PSTJB","OHWP",77,"60-90","TRITECH SUPER ZIP JET PUMP",221988,"7000","18161","AU0413","AU0413","PUMP SUPER ZIPJET EXCAVATION AND JETTING",2023,30,"STAUS",819,1,10,"B0811","BUSTR",0,NA,0,0,16,NA,"APAC05",1,2023-05-08,"14/03/2023","12:00:00.000000AM",2023-03-14,"12:00:00.000000AM","31/03/2023","11:59:00.000000PM","31/03/2023","11:59:00.000000PM",NA,"16/03/2023"," 8:00:00.000000AM","08/05/2023"," 5:00:00.000000PM",NA,"",11,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,3,5,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","APAC_SUPER ZIPJET_PST",2,NA,2,NA,999,"","",NA,"J-MW-08-D","",NA,NA,"TVICAREY","18/07/2023 11:35:49PM",132,3,2023,"B0811",1,"BUSTR-18161"
"STABO-491-1","ABERDEEN","DRILL SUPP","PLAN","OHWD",76,"60-90","TDU Grabber (Standard / Heavy Duty)",184031,"4060","8881","BP00051","BP00051","Grabber (TDU), Standard",2023,30,"STABO",491,1,10,"B0551","BUSTR",0,NA,0,0,2.75,NA,"EMEA0081",1,2023-05-09,"13/01/2023","12:00:00.000000AM",2023-01-13,"12:00:00.000000AM","31/01/2023","11:59:00.000000PM","31/01/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_TDU_GRABBER_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"DCARLIER","09/05/2023  7:49:07AM",192,1,2023,"B0551",1,"BUSTR-8881"
"STABO-491-2","ABERDEEN","DRILL SUPP","PLAN","OHWD",76,"60-90","TDU Grabber (Standard / Heavy Duty)",184031,"4060","8882","BP00052","BP00052","Grabber (TDU), Standard",2023,30,"STABO",491,2,20,"B0551","BUSTR",0,NA,0,0,2.75,NA,"EMEA0501",1,2023-05-09,"13/01/2023","12:00:00.000000AM",2023-01-13,"12:00:00.000000AM","31/01/2023","11:59:00.000000PM","31/01/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_TDU_GRABBER_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"DCARLIER","09/05/2023  7:49:07AM",192,1,2023,"B0551",1,"BUSTR-8882"
"STABO-491-3","ABERDEEN","DRILL SUPP","PLAN","OHWD",76,"60-90","TDU Grabber (Standard / Heavy Duty)",184031,"4060","8887","BP00057","BP00057","Grabber (TDU), Standard",2023,30,"STABO",491,3,30,"B0551","BUSTR",0,NA,0,0,2.75,NA,"EMEA0501",1,2023-05-09,"13/01/2023","12:00:00.000000AM",2023-01-13,"12:00:00.000000AM","31/01/2023","11:59:00.000000PM","31/01/2023","11:59:00.000000PM",NA,"","","","",NA,"",16,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_TDU_GRABBER_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"DCARLIER","09/05/2023  7:49:07AM",192,1,2023,"B0551",1,"BUSTR-8887"
"STAUS-848-20","PERTH","INTV SLTN","PREJB","OPEN",75,"60-90","ROV Intensifier panel 10,000 psi",221546,"5655","18280","AUX0040","AUX0040","INTENSIFIER 4:1 1/4"" BSPP PORTS STEEL HYD OIL HC2-4.0-B-1",2023,30,"STAUS",848,20,200,"B0811","BUSTR",0,NA,0,0,1,NA,"AUSST003",1,2023-05-10,"26/04/2023","12:00:00.000000AM",2023-04-26,"12:00:00.000000AM","20/06/2023","11:59:00.000000PM","20/06/2023","11:59:00.000000PM",NA,"","","","",NA,"",29,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","19/07/2023  5:20:43AM",89,4,2023,"B0811",1,"BUSTR-18280"
"STAUS-827-23","PERTH","C&I","PSTJB","OHWP",74,"60-90","18.75 FX HDRAULIC WELLHEAD CLT POST-JOB",222656,"7000","18416","SI0616","SI0616","CLEANER FX-2 VX ROTARY HUB ASSEMBLY",2023,30,"STAUS",827,23,230,"B0811","BUSTR",0,NA,0,0,1,NA,"APAC05",1,2023-05-11,"24/04/2023","12:00:00.000000AM",2023-04-24,"12:00:00.000000AM","23/06/2023","11:59:00.000000PM","01/06/2023","11:59:00.000000PM",NA,"08/05/2023"," 8:00:00.000000AM","09/05/2023"," 5:00:00.000000PM",NA,"",11,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"Y","N","N","N",1,1,2,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"TVICAREY","23/07/2023  6:57:26PM",91,4,2023,"B0811",1,"BUSTR-18416"
"STABO-540-2","ABERDEEN","DRILL SUPP","PLAN","QC",71,"60-90","COT Transport Frame",184031,"4260","9074","BP00260","BP00260","Transportation Frame, Change Out Tool (COT)",2023,30,"STABO",540,2,20,"B0551","BUSTR",0,NA,0,0,4,NA,"EMEA0501",1,2023-05-14,"07/04/2023","12:00:00.000000AM",2023-04-07,"12:00:00.000000AM","30/04/2023","11:59:00.000000PM","30/04/2023","11:59:00.000000PM",NA,"","","","",NA,"",2,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",2020502,"Y","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"WOMUK",NA,NA,"GBP",NA,0,0,"N",NA,NA,NA,NA,"","BP_ABO_COT_TRANS_FRAME_PP",2,NA,2,NA,999,"","",NA,"","",NA,NA,"JKAUR3","14/05/2023  4:26:49AM",108,4,2023,"B0551",1,"BUSTR-9074"
"STAUS-867-1","PERTH","C&I","NEWBD","OPEN",70,"60-90","Asset ID # SI0353
To inspect the ID07 wrench 2 off . Please provide the maintenance required report for the tools so that it can be used for up coming project.",225129,"2020",NA,NA,NA,NA,2023,30,"STAUS",867,1,10,"B0811","B0018",0,NA,0,0,2,NA,"",1,2023-05-15,"16/05/2023","12:00:00.000000AM",2023-05-16,"12:00:00.000000AM","17/05/2023","11:59:00.000000PM","17/05/2023","11:59:00.000000PM",NA,"","","","",NA,"",1,"","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AKHINE","16/05/2023 12:14:44AM",69,5,2023,"B0811",1,NA
"STAUS-854-6","PERTH","CLIENTOWN","ADHOC","PSCH",69,"60-90","Workshop to conduct inventory of all COTS items",221703,"3700",NA,NA,NA,NA,2023,30,"STAUS",854,6,60,"B0811","",0,NA,0,0,2,NA,"",1,2023-05-16,"13/07/2023","12:00:00.000000AM",2023-05-01,"12:00:00.000000AM","01/05/2023","11:59:00.000000PM","13/07/2023","11:59:00.000000PM",NA,"","","","",NA,"",1,"FBHATTI","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","18/07/2023  6:24:51PM",84,5,2023,"B0811",1,NA
"STAUS-854-7","PERTH","CLIENTOWN","ADHOC","PSCH",69,"60-90","Controls skid assembly as per GA drawings",221703,"5100",NA,NA,NA,NA,2023,30,"STAUS",854,7,70,"B0811","",0,NA,0,0,80,NA,"",1,2023-05-16,"22/08/2023","12:00:00.000000AM",2023-05-01,"12:00:00.000000AM","01/05/2023","11:59:00.000000PM","11/09/2023","11:59:00.000000PM",NA,"","","","",NA,"",1,"FBHATTI","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","18/07/2023  6:24:51PM",84,5,2023,"B0811",1,NA
"STAUS-854-8","PERTH","CLIENTOWN","ADHOC","PSCH",69,"60-90","Prepare test area - Ready for FAT",221703,"4000",NA,NA,NA,NA,2023,30,"STAUS",854,8,80,"B0811","",0,NA,0,0,32,NA,"",1,2023-05-16,"29/08/2023","12:00:00.000000AM",2023-05-01,"12:00:00.000000AM","01/05/2023","11:59:00.000000PM","30/08/2023","11:59:00.000000PM",NA,"","","","",NA,"",1,"FBHATTI","",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"N",NA,NA,0,NA,"","","","",1,"N",NA,"N","N","N","N",1,1,1,1,1,1,1,1,NA,"N",1,"",NA,NA,"AUD",NA,0,0,"N",NA,NA,NA,NA,"","",2,NA,2,NA,999,"","",NA,"","",NA,NA,"AWTAYLOR","18/07/2023  6:24:51PM",84,5,2023,"B0811",1,NA
